File_ID,Department,File_Type,Size_GB,Last_Access_Date,Storage_Tier,Monthly_Cost_USD
F01238,HR,Document,8.1,2023-09-27,S3 IA,0.1013
F01239,HR,Backup,2.43,2024-03-17,S3 IA,0.0304
F01240,HR,Other,2.71,2024-10-13,Glacier,0.0108
F01241,HR,Media,0.23,2025-07-11,S3 Standard,0.0053
F01242,Sales,Log,1.71,2025-02-12,S3 Standard,0.0393
F01243,Marketing,Media,3.0,2024-11-17,S3 Standard,0.069
F01244,Finance,Other,0.62,2025-06-25,S3 Standard,0.0143
F01245,HR,Other,3.02,2025-08-16,S3 IA,0.0378
F01246,Marketing,Media,9.59,2025-04-20,S3 Standard,0.2206
F01247,Marketing,Log,4.35,2024-01-09,S3 Standard,0.1
F01248,Finance,Media,0.41,2025-02-09,S3 Standard,0.0094
F01249,Sales,Other,1.06,2024-04-29,Glacier,0.0042
F01250,Engineering,Other,3.22,2025-04-13,Glacier,0.0129
F01251,Engineering,Backup,2.24,2023-09-19,S3 Standard,0.0515
F01252,Marketing,Backup,2.22,2024-07-26,S3 Standard,0.0511
F01253,Finance,Document,3.77,2024-07-09,S3 IA,0.0471
F01254,Engineering,Other,4.39,2024-11-17,Glacier,0.0176
F01255,Marketing,Backup,7.97,2024-03-11,S3 Standard,0.1833
F01256,Sales,Media,2.08,2023-09-09,S3 Standard,0.0478
F01257,Engineering,Log,8.19,2024-02-24,Glacier,0.0328
F01258,Marketing,Media,2.07,2024-09-12,S3 IA,0.0259
F01259,Marketing,Log,0.29,2025-05-10,S3 Standard,0.0067
F01260,HR,Backup,4.04,2025-01-17,S3 Standard,0.0929
F01261,Sales,Document,4.43,2025-06-23,Glacier,0.0177
F01262,HR,Media,13.63,2024-11-24,S3 IA,0.1704
F01263,Finance,Media,6.47,2024-09-09,S3 IA,0.0809
F01264,HR,Media,12.49,2024-01-30,S3 IA,0.1561
F01265,HR,Log,11.95,2023-11-27,S3 Standard,0.2748
F01266,Engineering,Backup,4.64,2024-01-21,S3 IA,0.058
F01267,Marketing,Media,3.75,2023-11-10,S3 Standard,0.0862
F01268,Sales,Media,4.08,2024-01-29,Glacier,0.0163
F01269,HR,Document,19.16,2024-10-28,S3 Standard,0.4407
F01270,Sales,Document,7.42,2025-02-27,S3 IA,0.0927
F01271,HR,Backup,0.56,2024-06-08,S3 Standard,0.0129
F01272,Finance,Backup,7.54,2024-02-08,S3 Standard,0.1734
F01273,HR,Other,0.93,2024-10-19,S3 Standard,0.0214
F01274,Engineering,Document,2.97,2025-03-17,S3 IA,0.0371
F01275,Marketing,Other,1.18,2024-02-24,S3 IA,0.0147
F01276,Finance,Log,5.85,2025-04-10,S3 IA,0.0731
F01277,HR,Other,10.49,2024-02-11,S3 Standard,0.2413
F01278,Sales,Media,1.72,2025-07-22,S3 Standard,0.0396
F01279,Finance,Other,0.43,2025-05-13,Glacier,0.0017
F01280,Finance,Backup,1.77,2024-12-25,S3 IA,0.0221
F01281,HR,Log,5.58,2024-03-29,S3 IA,0.0698
F01282,Finance,Media,1.99,2024-10-28,S3 IA,0.0249
F01283,Sales,Other,1.63,2025-07-08,S3 IA,0.0204
F01284,Finance,Log,1.02,2023-12-09,S3 Standard,0.0235
F01285,Sales,Log,3.44,2025-06-13,S3 IA,0.043
F01286,HR,Media,1.61,2025-04-27,S3 IA,0.0201
F01287,Marketing,Other,6.57,2024-02-21,S3 IA,0.0821
F01288,Finance,Log,0.4,2025-02-11,S3 IA,0.005
F01289,Marketing,Log,5.45,2023-12-03,S3 Standard,0.1253
F01290,Sales,Document,1.36,2024-09-21,S3 Standard,0.0313
F01291,Finance,Log,3.36,2024-08-16,S3 Standard,0.0773
F01292,Engineering,Document,1.68,2024-03-17,S3 Standard,0.0386
F01293,Marketing,Other,6.41,2024-07-18,S3 IA,0.0801
F01294,Finance,Other,14.53,2024-07-02,S3 IA,0.1816
F01295,Marketing,Other,12.45,2023-10-12,S3 Standard,0.2863
F01296,Finance,Backup,4.38,2025-03-20,S3 Standard,0.1007
F01297,HR,Other,3.11,2024-01-07,Glacier,0.0124
F01298,Marketing,Log,8.53,2024-05-30,S3 IA,0.1066
F01299,Engineering,Media,5.75,2024-07-27,S3 Standard,0.1323
F01300,Engineering,Document,1.01,2024-09-09,S3 IA,0.0126
F01301,Sales,Backup,8.6,2024-07-28,S3 Standard,0.1978
F01302,Finance,Other,2.8,2024-12-20,S3 Standard,0.0644
F01303,Marketing,Other,1.05,2024-11-01,S3 Standard,0.0242
F01304,Sales,Media,1.66,2024-12-14,S3 Standard,0.0382
F01305,Marketing,Media,1.56,2024-01-15,S3 Standard,0.0359
F01306,Finance,Backup,3.66,2024-10-20,Glacier,0.0146
F01307,Engineering,Document,1.34,2024-04-05,S3 IA,0.0168
F01308,HR,Other,0.66,2023-11-17,S3 Standard,0.0152
F01309,Engineering,Backup,0.66,2025-03-14,S3 Standard,0.0152
F01310,Sales,Log,4.38,2024-02-05,S3 Standard,0.1007
F01311,HR,Log,6.64,2023-10-04,S3 IA,0.083
F01312,Sales,Backup,1.94,2023-09-10,S3 IA,0.0243
F01313,Finance,Other,0.18,2025-08-21,S3 Standard,0.0041
F01314,HR,Backup,0.68,2024-09-01,S3 Standard,0.0156
F01315,Sales,Other,12.31,2024-06-25,S3 IA,0.1539
F01316,Finance,Media,3.4,2024-08-11,S3 Standard,0.0782
F01317,Engineering,Backup,3.02,2023-12-25,S3 Standard,0.0695
F01318,Finance,Other,0.19,2025-08-07,S3 IA,0.0024
F01319,Marketing,Backup,6.52,2025-01-23,S3 Standard,0.15
F01320,Finance,Backup,3.75,2025-05-27,S3 Standard,0.0862
F01321,Finance,Other,1.13,2024-02-16,S3 Standard,0.026
F01322,Marketing,Other,0.58,2024-03-29,S3 Standard,0.0133
F01323,Sales,Document,2.42,2024-05-05,S3 IA,0.0302
F01324,Sales,Backup,9.07,2023-12-08,Glacier,0.0363
F01325,Finance,Log,10.02,2024-12-31,S3 IA,0.1253
F01326,Marketing,Backup,4.62,2025-01-13,S3 IA,0.0578
F01327,Marketing,Backup,6.5,2024-04-07,S3 Standard,0.1495
F01328,Engineering,Other,0.61,2024-11-21,S3 IA,0.0076
F01329,Sales,Backup,4.44,2025-02-04,Glacier,0.0178
F01330,HR,Backup,5.5,2025-04-25,S3 Standard,0.1265
F01331,Sales,Log,1.12,2024-05-27,S3 Standard,0.0258
F01332,Sales,Other,10.61,2024-05-12,S3 IA,0.1326
F01333,Engineering,Backup,1.08,2025-05-31,S3 IA,0.0135
F01334,HR,Media,1.88,2024-10-31,S3 Standard,0.0432
F01335,Engineering,Document,4.85,2024-11-24,S3 Standard,0.1115
F01336,HR,Log,5.09,2024-06-18,S3 IA,0.0636
F01337,Finance,Backup,6.01,2023-10-03,S3 Standard,0.1382
F01338,HR,Media,0.59,2025-01-31,S3 IA,0.0074
F01339,Engineering,Backup,9.47,2024-11-15,S3 Standard,0.2178
F01340,Sales,Backup,3.81,2024-12-08,Glacier,0.0152
F01341,HR,Other,3.19,2024-04-11,S3 Standard,0.0734
F01342,HR,Other,19.84,2025-05-08,S3 Standard,0.4563
F01343,Marketing,Other,6.74,2024-11-15,S3 Standard,0.155
F01344,Sales,Media,0.63,2023-12-24,S3 Standard,0.0145
F01345,Finance,Backup,7.06,2025-08-12,S3 IA,0.0882
F01346,Engineering,Document,0.5,2025-06-06,S3 Standard,0.0115
F01347,Finance,Log,0.14,2025-09-06,S3 Standard,0.0032
F01348,Sales,Other,2.58,2024-09-24,S3 Standard,0.0593
F01349,HR,Other,25.24,2025-03-14,S3 IA,0.3155
F01350,HR,Backup,0.96,2025-05-25,S3 IA,0.012
F01351,Sales,Backup,5.58,2025-05-06,S3 Standard,0.1283
F01352,HR,Media,0.95,2025-02-03,S3 IA,0.0119
F01353,HR,Media,6.45,2023-12-06,S3 IA,0.0806
F01354,HR,Other,3.52,2023-10-15,S3 IA,0.044
F01355,Engineering,Backup,5.7,2025-02-14,S3 Standard,0.1311
F01356,Engineering,Document,1.13,2025-07-31,S3 IA,0.0141
F01357,Marketing,Log,6.84,2025-02-23,S3 Standard,0.1573
F01358,Finance,Backup,27.15,2023-11-15,S3 Standard,0.6244
F01359,Sales,Backup,5.48,2025-05-14,S3 Standard,0.126
F01360,Sales,Media,3.4,2024-12-21,S3 Standard,0.0782
F01361,Sales,Log,12.83,2024-05-12,S3 Standard,0.2951
F01362,Marketing,Other,0.08,2024-08-05,Glacier,0.0003
F01363,Engineering,Backup,6.55,2025-07-21,S3 Standard,0.1507
F01364,Marketing,Other,10.98,2024-06-08,S3 Standard,0.2525
F01365,Sales,Backup,0.32,2025-03-24,S3 Standard,0.0074
F01366,Finance,Other,2.99,2024-01-19,S3 Standard,0.0688
F01367,HR,Log,1.15,2024-06-05,S3 Standard,0.0264
F01368,Engineering,Media,4.18,2024-07-10,S3 Standard,0.0961
F01369,Engineering,Log,5.24,2024-08-15,S3 Standard,0.1205
F01370,Marketing,Document,1.8,2023-12-21,S3 Standard,0.0414
F01371,Engineering,Media,3.08,2024-12-16,S3 Standard,0.0708
F01372,Sales,Log,1.64,2024-04-09,S3 Standard,0.0377
F01373,Sales,Document,2.31,2024-11-30,S3 IA,0.0289
F01374,Marketing,Backup,0.87,2025-08-07,S3 IA,0.0109
F01375,Sales,Backup,10.84,2025-01-01,S3 IA,0.1355
F01376,Finance,Other,0.05,2024-04-07,S3 Standard,0.0011
F01377,Marketing,Media,10.7,2025-07-12,S3 Standard,0.2461
F01378,Finance,Backup,4.24,2025-08-19,Glacier,0.017
F01379,HR,Media,2.01,2025-01-13,S3 Standard,0.0462
F01380,Finance,Backup,6.42,2024-11-14,S3 Standard,0.1477
F01381,HR,Other,3.54,2023-11-16,S3 Standard,0.0814
F01382,HR,Log,3.46,2024-01-31,S3 Standard,0.0796
F01383,Finance,Other,0.58,2024-05-12,S3 Standard,0.0133
F01384,Marketing,Document,2.47,2025-06-14,S3 IA,0.0309
F01385,Sales,Backup,1.38,2024-06-21,S3 Standard,0.0317
F01386,Sales,Document,0.08,2024-06-11,Glacier,0.0003
F01387,HR,Document,2.23,2024-01-17,S3 Standard,0.0513
F01388,HR,Media,0.47,2025-04-17,S3 Standard,0.0108
F01389,Marketing,Backup,1.48,2025-06-22,Glacier,0.0059
F01390,Engineering,Document,0.49,2025-03-08,S3 IA,0.0061
F01391,Finance,Log,0.53,2023-10-30,S3 Standard,0.0122
F01392,HR,Document,1.11,2024-09-26,S3 Standard,0.0255
F01393,Sales,Log,44.0,2024-01-14,S3 IA,0.55
F01394,Marketing,Media,0.01,2025-08-06,S3 Standard,0.0002
F01395,Finance,Document,5.09,2025-06-01,S3 Standard,0.1171
F01396,Marketing,Other,0.76,2025-01-08,S3 IA,0.0095
F01397,Finance,Media,12.67,2023-12-30,S3 Standard,0.2914
F01398,Finance,Log,0.49,2024-03-15,S3 Standard,0.0113
F01399,HR,Media,15.51,2024-11-15,S3 Standard,0.3567
F01400,Marketing,Document,4.72,2024-07-02,S3 Standard,0.1086
F01401,Marketing,Backup,0.01,2023-10-06,S3 IA,0.0001
F01402,Sales,Backup,11.22,2025-03-09,S3 Standard,0.2581
F01403,Sales,Log,3.69,2025-02-01,S3 IA,0.0461
F01404,HR,Log,1.52,2025-06-24,S3 Standard,0.035
F01405,HR,Backup,7.29,2024-05-28,S3 Standard,0.1677
F01406,Engineering,Log,13.06,2025-08-19,S3 Standard,0.3004
F01407,Sales,Media,3.31,2024-10-26,S3 IA,0.0414
F01408,Finance,Other,1.9,2024-10-20,Glacier,0.0076
F01409,Marketing,Other,7.78,2025-04-11,S3 Standard,0.1789
F01410,HR,Media,5.73,2025-07-03,S3 Standard,0.1318
F01411,Marketing,Other,10.98,2025-04-25,S3 Standard,0.2525
F01412,Marketing,Document,5.9,2024-10-18,S3 IA,0.0738
F01413,Engineering,Media,1.4,2023-11-23,S3 Standard,0.0322
F01414,Sales,Log,13.42,2025-03-07,S3 IA,0.1678
F01415,HR,Media,0.55,2025-06-19,S3 Standard,0.0127
F01416,Marketing,Backup,1.56,2025-01-08,S3 Standard,0.0359
F01417,HR,Log,3.67,2024-10-01,S3 Standard,0.0844
F01418,Finance,Backup,4.17,2025-01-29,S3 Standard,0.0959
F01419,Engineering,Log,0.08,2025-07-05,S3 IA,0.001
F01420,Finance,Other,7.58,2025-05-17,S3 IA,0.0948
F01421,HR,Media,2.24,2025-06-19,S3 Standard,0.0515
F01422,HR,Document,2.61,2024-02-26,S3 Standard,0.06
F01423,Sales,Log,8.29,2025-08-25,S3 Standard,0.1907
F01424,Marketing,Log,2.38,2023-12-28,S3 IA,0.0297
F01425,Marketing,Backup,0.24,2025-01-09,S3 Standard,0.0055
F01426,Finance,Other,0.97,2023-11-22,S3 Standard,0.0223
F01427,Engineering,Backup,15.61,2024-12-01,S3 Standard,0.359
F01428,Marketing,Backup,0.37,2025-05-08,S3 Standard,0.0085
F01429,Sales,Other,2.19,2025-02-02,S3 Standard,0.0504
F01430,Finance,Document,3.5,2024-08-31,S3 Standard,0.0805
F01431,Finance,Backup,3.4,2024-05-21,S3 Standard,0.0782
F01432,Sales,Backup,0.02,2024-03-06,S3 IA,0.0003
F01433,Engineering,Log,3.48,2024-12-03,S3 Standard,0.08
F01434,Sales,Other,2.42,2024-07-21,S3 Standard,0.0557
F01435,Engineering,Media,17.89,2023-12-08,S3 IA,0.2236
F01436,Sales,Document,0.87,2023-11-20,S3 Standard,0.02
F01437,Sales,Document,2.19,2024-05-04,S3 IA,0.0274
F01438,HR,Other,2.72,2024-02-28,S3 Standard,0.0626
F01439,Finance,Log,2.48,2025-06-16,S3 Standard,0.057
F01440,Sales,Log,5.48,2024-01-30,S3 Standard,0.126
F01441,Sales,Other,1.21,2024-01-20,S3 Standard,0.0278
F01442,Marketing,Log,1.25,2025-07-05,S3 IA,0.0156
F01443,Finance,Document,6.53,2024-08-20,S3 Standard,0.1502
F01444,Marketing,Document,3.47,2024-02-22,S3 Standard,0.0798
F01445,Finance,Media,2.68,2025-08-28,S3 Standard,0.0616
F01446,Marketing,Other,0.93,2025-05-21,S3 Standard,0.0214
F01447,Sales,Backup,1.04,2025-05-16,S3 Standard,0.0239
F01448,Sales,Backup,0.05,2025-08-26,S3 Standard,0.0011
F01449,HR,Media,0.48,2025-01-14,S3 Standard,0.011
F01450,Marketing,Media,4.07,2024-08-08,S3 IA,0.0509
F01451,Engineering,Log,11.12,2024-05-07,S3 Standard,0.2558
F01452,HR,Media,1.69,2024-03-28,S3 IA,0.0211
F01453,Marketing,Media,1.99,2024-06-24,S3 IA,0.0249
F01454,Marketing,Backup,0.61,2025-05-05,S3 Standard,0.014
F01455,HR,Log,2.46,2025-06-17,S3 IA,0.0307
F01456,Sales,Media,0.19,2024-05-30,S3 IA,0.0024
F01457,Marketing,Media,12.48,2024-03-04,S3 Standard,0.287
F01458,Sales,Log,5.59,2023-12-13,Glacier,0.0224
F01459,HR,Other,23.42,2024-03-17,S3 Standard,0.5387
F01460,Sales,Log,10.72,2024-02-29,S3 Standard,0.2466
F01461,Finance,Backup,3.2,2024-03-14,S3 IA,0.04
F01462,Engineering,Other,3.67,2025-01-21,S3 Standard,0.0844
F01463,Marketing,Document,1.06,2024-10-24,S3 Standard,0.0244
F01464,Engineering,Log,3.1,2024-08-19,S3 Standard,0.0713
F01465,Sales,Backup,11.67,2024-03-31,S3 IA,0.1459
F01466,Marketing,Other,0.26,2024-12-03,S3 IA,0.0033
F01467,Sales,Log,9.96,2023-10-24,S3 Standard,0.2291
F01468,Finance,Media,2.08,2023-11-05,Glacier,0.0083
F01469,HR,Log,11.49,2024-02-22,S3 Standard,0.2643
F01470,Marketing,Document,14.14,2024-09-11,S3 Standard,0.3252
F01471,Finance,Log,5.56,2024-06-14,S3 IA,0.0695
F01472,Finance,Other,5.46,2025-03-08,S3 IA,0.0683
F01473,Marketing,Other,3.01,2025-04-19,S3 Standard,0.0692
F01474,Sales,Log,9.03,2024-12-10,S3 Standard,0.2077
F01475,Finance,Other,16.3,2024-09-10,S3 IA,0.2038
F01476,Engineering,Media,7.46,2025-01-09,Glacier,0.0298
F01477,Finance,Log,4.86,2025-09-02,S3 IA,0.0608
F01478,Sales,Media,4.67,2023-10-02,S3 Standard,0.1074
F01479,Sales,Media,9.47,2024-11-27,Glacier,0.0379
F01480,Engineering,Backup,3.9,2024-06-27,S3 IA,0.0488
F01481,Finance,Log,8.14,2024-03-13,S3 Standard,0.1872
F01482,Sales,Other,3.56,2023-12-04,S3 IA,0.0445
F01483,Marketing,Media,0.32,2024-01-24,S3 IA,0.004
F01484,HR,Backup,2.42,2025-04-06,Glacier,0.0097
F01485,HR,Log,2.94,2024-06-06,S3 IA,0.0367
F01486,HR,Log,0.76,2024-07-08,S3 IA,0.0095
F01487,Finance,Document,0.54,2024-08-17,S3 IA,0.0068
F01488,Engineering,Document,3.83,2023-09-13,S3 Standard,0.0881
F01489,Sales,Media,0.44,2024-03-29,S3 IA,0.0055
F01490,Marketing,Document,1.8,2024-09-17,S3 IA,0.0225
F01491,Marketing,Media,6.82,2025-03-19,Glacier,0.0273
F01492,Finance,Other,16.68,2024-08-08,S3 Standard,0.3836
F01493,HR,Media,6.33,2025-04-23,S3 Standard,0.1456
F01494,Finance,Document,24.55,2024-03-30,S3 Standard,0.5646
F01495,Engineering,Other,5.99,2025-02-12,S3 IA,0.0749
F01496,Engineering,Document,1.74,2024-11-17,S3 IA,0.0218
F01497,Sales,Media,5.57,2025-02-08,S3 Standard,0.1281
F01498,Sales,Backup,6.06,2024-10-29,S3 Standard,0.1394
F01499,Engineering,Log,2.32,2024-11-18,S3 Standard,0.0534
F01500,Engineering,Document,0.09,2024-07-26,S3 Standard,0.0021
F01501,Engineering,Media,6.07,2025-06-03,S3 IA,0.0759
F01502,Finance,Other,0.11,2025-03-30,S3 Standard,0.0025
F01503,Engineering,Document,4.99,2025-06-14,S3 Standard,0.1148
F01504,Marketing,Document,0.89,2024-01-14,S3 Standard,0.0205
F01505,HR,Log,4.17,2024-07-11,S3 Standard,0.0959
F01506,Engineering,Media,3.51,2024-01-09,S3 IA,0.0439
F01507,HR,Backup,0.07,2023-12-21,S3 Standard,0.0016
F01508,Finance,Other,2.25,2024-12-20,S3 IA,0.0281
F01509,HR,Media,4.6,2023-12-09,S3 Standard,0.1058
F01510,Finance,Other,9.44,2024-11-27,S3 Standard,0.2171
F01511,Marketing,Document,10.98,2024-02-25,S3 Standard,0.2525
F01512,Finance,Log,3.31,2025-04-28,S3 IA,0.0414
F01513,Finance,Log,6.52,2025-02-06,S3 Standard,0.15
F01514,Sales,Backup,1.9,2024-06-21,Glacier,0.0076
F01515,Engineering,Log,2.09,2024-05-15,S3 IA,0.0261
F01516,Engineering,Document,1.08,2024-02-04,S3 Standard,0.0248
F01517,Marketing,Backup,4.13,2025-06-23,S3 IA,0.0516
F01518,Marketing,Media,1.89,2023-11-23,Glacier,0.0076
F01519,Engineering,Log,0.44,2024-07-17,S3 Standard,0.0101
F01520,Sales,Backup,5.78,2024-09-21,S3 Standard,0.1329
F01521,Engineering,Document,6.15,2024-08-13,S3 IA,0.0769
F01522,Sales,Other,2.23,2024-11-29,S3 Standard,0.0513
F01523,Marketing,Other,0.4,2025-08-09,Glacier,0.0016
F01524,HR,Document,2.78,2024-12-12,S3 Standard,0.0639
F01525,Marketing,Document,2.92,2025-01-21,S3 Standard,0.0672
F01526,Marketing,Other,5.52,2024-02-02,Glacier,0.0221
F01527,Finance,Backup,1.89,2024-05-09,S3 IA,0.0236
F01528,Finance,Other,5.74,2023-12-05,S3 Standard,0.132
F01529,Finance,Document,10.26,2024-09-11,Glacier,0.041
F01530,Finance,Log,1.36,2024-01-06,S3 Standard,0.0313
F01531,Sales,Media,19.3,2025-01-30,S3 Standard,0.4439
F01532,Engineering,Log,2.44,2023-10-20,Glacier,0.0098
F01533,HR,Log,1.55,2024-09-05,S3 Standard,0.0357
F01534,Marketing,Document,2.74,2025-07-10,S3 Standard,0.063
F01535,Sales,Other,0.5,2023-10-26,S3 Standard,0.0115
F01536,HR,Backup,0.67,2024-07-04,S3 IA,0.0084
F01537,Sales,Log,2.68,2023-12-10,S3 Standard,0.0616
F01538,Sales,Other,7.19,2025-04-03,S3 Standard,0.1654
F01539,Marketing,Backup,11.53,2024-03-15,S3 IA,0.1441
F01540,Engineering,Log,5.47,2025-06-20,S3 Standard,0.1258
F01541,Finance,Backup,0.56,2024-07-07,S3 IA,0.007
F01542,Engineering,Other,5.57,2025-07-22,S3 IA,0.0696
F01543,Marketing,Media,5.05,2025-05-26,S3 Standard,0.1161
F01544,Marketing,Other,8.19,2025-03-04,S3 Standard,0.1884
F01545,Marketing,Document,8.72,2025-06-09,S3 Standard,0.2006
F01546,HR,Backup,10.13,2023-11-25,S3 IA,0.1266
F01547,Engineering,Media,2.67,2023-11-29,S3 IA,0.0334
F01548,Engineering,Backup,5.98,2025-07-17,S3 Standard,0.1375
F01549,Sales,Backup,1.56,2024-03-05,S3 Standard,0.0359
F01550,Sales,Log,36.59,2025-09-01,S3 Standard,0.8416
F01551,Sales,Document,0.96,2024-04-04,S3 Standard,0.0221
F01552,Marketing,Backup,0.05,2024-10-01,S3 Standard,0.0011
F01553,Engineering,Other,0.81,2024-06-10,S3 IA,0.0101
F01554,Marketing,Other,7.48,2024-09-05,S3 Standard,0.172
F01555,HR,Log,2.96,2024-04-15,S3 IA,0.037
F01556,Sales,Document,2.97,2023-12-20,S3 Standard,0.0683
F01557,Marketing,Document,15.51,2024-12-26,S3 Standard,0.3567
F01558,Marketing,Other,12.61,2024-04-13,S3 Standard,0.29
F01559,HR,Media,1.86,2025-02-20,S3 IA,0.0233
F01560,Finance,Log,1.17,2024-10-02,S3 Standard,0.0269
F01561,Engineering,Log,9.44,2024-08-21,S3 Standard,0.2171
F01562,Finance,Other,11.82,2024-01-01,S3 Standard,0.2719
F01563,Sales,Other,3.9,2024-06-16,S3 IA,0.0488
F01564,Marketing,Media,4.96,2025-07-12,S3 Standard,0.1141
F01565,HR,Media,1.48,2024-02-13,S3 Standard,0.034
F01566,HR,Document,8.07,2025-04-30,S3 IA,0.1009
F01567,Engineering,Log,5.0,2025-04-21,S3 IA,0.0625
F01568,Finance,Log,3.5,2025-01-27,S3 Standard,0.0805
F01569,Engineering,Other,0.31,2024-02-08,S3 IA,0.0039
F01570,Marketing,Document,12.38,2024-06-04,S3 Standard,0.2847
F01571,Engineering,Log,4.78,2025-07-31,S3 IA,0.0598
F01572,HR,Document,1.07,2023-12-03,S3 IA,0.0134
F01573,HR,Document,4.66,2024-10-18,S3 Standard,0.1072
F01574,Sales,Other,5.66,2024-05-26,S3 IA,0.0708
F01575,Sales,Document,3.73,2025-03-20,S3 Standard,0.0858
F01576,Marketing,Media,6.33,2025-05-09,S3 Standard,0.1456
F01577,Finance,Media,4.35,2023-10-21,S3 IA,0.0544
F01578,Engineering,Backup,14.76,2024-05-01,Glacier,0.059
F01579,Marketing,Other,0.28,2023-12-01,S3 Standard,0.0064
F01580,Sales,Backup,0.56,2024-01-30,S3 Standard,0.0129
F01581,Engineering,Media,0.95,2025-09-04,S3 Standard,0.0218
F01582,Sales,Backup,5.86,2025-03-22,Glacier,0.0234
F01583,Engineering,Other,5.19,2024-03-02,S3 IA,0.0649
F01584,Finance,Other,11.13,2024-08-04,S3 IA,0.1391
F01585,Marketing,Document,6.6,2024-11-01,S3 Standard,0.1518
F01586,Engineering,Log,3.55,2024-10-11,S3 IA,0.0444
F01587,HR,Document,24.04,2025-06-15,S3 IA,0.3005
F01588,HR,Other,1.55,2024-03-18,S3 IA,0.0194
F01589,Engineering,Media,8.95,2025-06-07,S3 Standard,0.2058
F01590,Engineering,Media,2.78,2024-06-14,S3 Standard,0.0639
F01591,Engineering,Document,5.23,2025-08-17,S3 Standard,0.1203
F01592,HR,Other,6.5,2024-11-05,S3 IA,0.0813
F01593,HR,Media,5.02,2023-09-26,S3 Standard,0.1155
F01594,Engineering,Other,0.76,2024-10-03,S3 IA,0.0095
F01595,Sales,Media,2.93,2024-01-27,S3 Standard,0.0674
F01596,Sales,Other,4.12,2023-12-07,S3 IA,0.0515
F01597,Finance,Backup,9.45,2024-07-10,S3 Standard,0.2173
F01598,Marketing,Other,2.93,2023-12-26,S3 Standard,0.0674
F01599,Sales,Other,12.55,2024-08-31,S3 Standard,0.2887
F01600,HR,Document,2.9,2025-02-17,S3 Standard,0.0667
F01601,Sales,Backup,3.98,2025-05-10,S3 Standard,0.0915
F01602,Finance,Log,7.96,2024-10-07,S3 IA,0.0995
F01603,Finance,Document,4.37,2024-05-15,S3 Standard,0.1005
F01604,Marketing,Log,16.12,2024-01-31,S3 Standard,0.3708
F01605,Sales,Media,5.4,2025-05-10,S3 Standard,0.1242
F01606,HR,Log,3.7,2024-07-29,S3 Standard,0.0851
F01607,HR,Other,0.12,2024-08-24,S3 Standard,0.0028
F01608,Engineering,Log,2.67,2023-11-01,S3 Standard,0.0614
F01609,HR,Document,1.78,2025-05-09,S3 Standard,0.0409
F01610,Marketing,Document,6.89,2023-10-02,S3 Standard,0.1585
F01611,Marketing,Log,1.17,2024-06-03,S3 IA,0.0146
F01612,HR,Document,1.15,2025-08-28,S3 Standard,0.0264
F01613,HR,Document,1.05,2025-02-13,S3 Standard,0.0242
F01614,Engineering,Log,0.67,2024-07-25,S3 Standard,0.0154
F01615,HR,Backup,1.86,2024-01-07,S3 IA,0.0233
F01616,Engineering,Backup,10.85,2025-05-10,S3 IA,0.1356
F01617,Engineering,Media,7.46,2024-02-22,S3 IA,0.0932
F01618,HR,Document,6.64,2023-09-13,S3 Standard,0.1527
F01619,Finance,Log,7.98,2024-10-06,S3 IA,0.0998
F01620,Finance,Document,1.57,2024-07-08,S3 Standard,0.0361
F01621,Engineering,Other,10.92,2024-01-18,S3 Standard,0.2512
F01622,HR,Document,0.74,2023-11-13,S3 IA,0.0092
F01623,Finance,Document,2.05,2023-11-27,S3 Standard,0.0471
F01624,HR,Backup,4.42,2025-03-28,Glacier,0.0177
F01625,HR,Log,0.54,2025-01-16,S3 Standard,0.0124
F01626,HR,Document,6.55,2023-09-28,Glacier,0.0262
F01627,Sales,Backup,2.45,2024-10-28,S3 IA,0.0306
F01628,HR,Media,7.67,2025-05-19,S3 Standard,0.1764
F01629,Sales,Backup,3.4,2023-10-04,S3 Standard,0.0782
F01630,Engineering,Backup,1.0,2025-08-04,S3 Standard,0.023
F01631,Finance,Backup,6.64,2023-12-23,Glacier,0.0266
F01632,Finance,Document,1.45,2023-12-01,S3 Standard,0.0333
F01633,Finance,Document,3.37,2024-07-13,S3 IA,0.0421
F01634,Finance,Media,0.39,2025-01-21,Glacier,0.0016
F01635,Finance,Other,4.81,2024-01-01,S3 Standard,0.1106
F01636,Finance,Other,5.48,2024-12-13,S3 Standard,0.126
F01637,Finance,Other,2.38,2023-12-15,S3 IA,0.0297
F01638,Engineering,Media,15.44,2025-06-14,S3 Standard,0.3551
F01639,HR,Other,10.36,2023-11-23,S3 Standard,0.2383
F01640,Marketing,Other,6.15,2024-07-10,S3 Standard,0.1414
F01641,Sales,Backup,6.25,2024-10-30,S3 Standard,0.1437
F01642,Marketing,Document,1.45,2024-06-17,S3 IA,0.0181
F01643,Marketing,Document,5.35,2024-08-15,S3 Standard,0.123
F01644,HR,Backup,1.1,2023-09-11,Glacier,0.0044
F01645,HR,Backup,0.78,2024-06-20,S3 Standard,0.0179
F01646,HR,Backup,37.69,2024-01-15,S3 IA,0.4711
F01647,Finance,Document,4.87,2025-03-10,S3 Standard,0.112
F01648,Engineering,Other,2.82,2024-03-22,S3 Standard,0.0649
F01649,Finance,Backup,1.7,2025-01-07,S3 Standard,0.0391
F01650,Engineering,Media,4.63,2024-02-20,S3 IA,0.0579
