File_ID,Department,File_Type,Size_GB,Days_Since_Access,Storage_Tier,Proposed_Tier,Potential_Savings
F00011,Engineering,Log,2.9,638,S3 Standard,Glacier,0.0551
F02451,Engineering,Log,2.9,676,S3 Standard,Glacier,0.0551
F01072,Marketing,Other,2.9,393,S3 Standard,Glacier,0.0551
F01600,HR,Document,2.9,363,S3 Standard,Glacier,0.0551
F02861,Engineering,Log,6.48,475,S3 IA,Glacier,0.0551
F01263,Finance,Media,6.47,524,S3 IA,Glacier,0.055
F02422,Finance,Media,2.89,682,S3 Standard,Glacier,0.0549
F02364,Engineering,Document,2.89,830,S3 Standard,Glacier,0.0549
F00719,Finance,Other,2.89,667,S3 Standard,Glacier,0.0549
F01353,HR,Media,6.45,802,S3 IA,Glacier,0.0548
F01950,Sales,Media,6.45,624,S3 IA,Glacier,0.0548
F01847,HR,Log,6.44,533,S3 IA,Glacier,0.0547
F02726,Finance,Media,6.43,364,S3 IA,Glacier,0.0547
F01785,Engineering,Document,2.88,250,S3 Standard,Glacier,0.0547
F02979,Finance,Document,2.88,277,S3 Standard,Glacier,0.0547
F00761,Marketing,Backup,2.87,422,S3 Standard,Glacier,0.0545
F01293,Marketing,Other,6.41,577,S3 IA,Glacier,0.0545
F00742,Sales,Log,2.86,623,S3 Standard,Glacier,0.0544
F01060,Sales,Other,2.86,515,S3 Standard,Glacier,0.0544
F02129,Engineering,Media,6.4,433,S3 IA,Glacier,0.0544
F02182,HR,Backup,6.38,413,S3 IA,Glacier,0.0543
F00824,Marketing,Document,6.38,512,S3 IA,Glacier,0.0543
F01657,Finance,Media,6.39,489,S3 IA,Glacier,0.0543
F00348,HR,Other,6.35,590,S3 IA,Glacier,0.054
F02611,Sales,Other,2.84,808,S3 Standard,Glacier,0.0539
F00732,Sales,Log,2.83,714,S3 Standard,Glacier,0.0538
F00874,Engineering,Media,2.83,387,S3 Standard,Glacier,0.0538
F00666,HR,Log,2.83,715,S3 Standard,Glacier,0.0538
F02558,Finance,Media,6.31,600,S3 IA,Glacier,0.0537
F00447,Marketing,Backup,6.32,201,S3 IA,Glacier,0.0537
F00940,HR,Log,2.82,882,S3 Standard,Glacier,0.0536
F02477,HR,Media,2.82,467,S3 Standard,Glacier,0.0536
F01850,Finance,Document,2.82,640,S3 Standard,Glacier,0.0536
F01648,Engineering,Other,2.82,695,S3 Standard,Glacier,0.0536
F02066,Engineering,Backup,6.28,338,S3 IA,Glacier,0.0534
F01038,Marketing,Other,6.28,721,S3 IA,Glacier,0.0534
F00850,Marketing,Media,6.29,425,S3 IA,Glacier,0.0534
F00651,Finance,Media,6.28,438,S3 IA,Glacier,0.0534
F00108,Engineering,Backup,6.27,709,S3 IA,Glacier,0.0533
F00700,Finance,Backup,6.27,597,S3 IA,Glacier,0.0533
F00178,HR,Log,2.8,367,S3 Standard,Glacier,0.0532
F00389,HR,Document,2.8,306,S3 Standard,Glacier,0.0532
F01302,Finance,Other,2.8,422,S3 Standard,Glacier,0.0532
F02071,Sales,Media,2.79,615,S3 Standard,Glacier,0.053
F00236,Finance,Media,6.22,744,S3 IA,Glacier,0.0529
F00456,Finance,Other,2.78,342,S3 Standard,Glacier,0.0528
F01524,HR,Document,2.78,430,S3 Standard,Glacier,0.0528
F01590,Engineering,Media,2.78,611,S3 Standard,Glacier,0.0528
F00943,Marketing,Document,2.77,766,S3 Standard,Glacier,0.0526
F00292,HR,Document,2.77,653,S3 Standard,Glacier,0.0526
F01010,Finance,Log,6.17,840,S3 IA,Glacier,0.0524
F01936,Engineering,Document,6.17,524,S3 IA,Glacier,0.0524
F01521,Engineering,Document,6.15,551,S3 IA,Glacier,0.0523
F00235,HR,Backup,6.15,347,S3 IA,Glacier,0.0523
F02573,HR,Document,2.75,797,S3 Standard,Glacier,0.0522
F01818,Sales,Log,2.75,710,S3 Standard,Glacier,0.0522
F02784,HR,Backup,6.12,822,S3 IA,Glacier,0.052
F01917,Sales,Backup,6.11,251,S3 IA,Glacier,0.052
F01692,Engineering,Document,6.12,197,S3 IA,Glacier,0.052
F02165,Engineering,Media,2.74,734,S3 Standard,Glacier,0.052
F01534,Marketing,Document,2.74,220,S3 Standard,Glacier,0.052
F00047,Finance,Document,6.12,205,S3 IA,Glacier,0.052
F02409,Finance,Other,2.73,188,S3 Standard,Glacier,0.0519
F00219,HR,Log,6.09,607,S3 IA,Glacier,0.0517
F02079,Sales,Backup,6.09,206,S3 IA,Glacier,0.0517
F01438,HR,Other,2.72,718,S3 Standard,Glacier,0.0517
F01501,Engineering,Media,6.07,257,S3 IA,Glacier,0.0516
F01008,HR,Log,2.71,849,S3 Standard,Glacier,0.0515
F02743,Finance,Log,2.71,220,S3 Standard,Glacier,0.0515
F01186,Marketing,Document,6.04,737,S3 IA,Glacier,0.0513
F01080,Finance,Document,6.04,326,S3 IA,Glacier,0.0513
F00189,HR,Other,6.03,671,S3 IA,Glacier,0.0513
F00640,Sales,Other,2.7,722,S3 Standard,Glacier,0.0513
F01933,Engineering,Other,2.69,373,S3 Standard,Glacier,0.0511
F00044,Finance,Log,6.01,686,S3 IA,Glacier,0.0511
F01495,Engineering,Other,5.99,368,S3 IA,Glacier,0.0509
F01537,Sales,Log,2.68,798,S3 Standard,Glacier,0.0509
F02869,Finance,Other,2.68,598,S3 Standard,Glacier,0.0509
F01608,Engineering,Log,2.67,837,S3 Standard,Glacier,0.0507
F02169,Marketing,Log,2.67,302,S3 Standard,Glacier,0.0507
F01129,Engineering,Document,2.66,881,S3 Standard,Glacier,0.0506
F02775,Engineering,Backup,2.66,472,S3 Standard,Glacier,0.0506
F02444,Marketing,Other,5.94,395,S3 IA,Glacier,0.0505
F00337,HR,Log,5.94,527,S3 IA,Glacier,0.0505
F01697,Engineering,Document,2.65,773,S3 Standard,Glacier,0.0504
F02692,HR,Other,5.91,334,S3 IA,Glacier,0.0503
F01412,Marketing,Document,5.9,485,S3 IA,Glacier,0.0502
F01990,Finance,Other,2.64,184,S3 Standard,Glacier,0.0501
F00131,Marketing,Other,5.88,460,S3 IA,Glacier,0.05
F02166,Marketing,Media,5.88,740,S3 IA,Glacier,0.05
F01853,HR,Document,2.63,333,S3 Standard,Glacier,0.05
F00605,Marketing,Document,5.86,362,S3 IA,Glacier,0.0499
F02204,Sales,Other,5.86,743,S3 IA,Glacier,0.0499
F00247,Engineering,Media,2.62,386,S3 Standard,Glacier,0.0498
F01150,Engineering,Backup,2.62,232,S3 Standard,Glacier,0.0498
F00769,Sales,Media,2.62,676,S3 Standard,Glacier,0.0498
F02921,Marketing,Document,2.62,691,S3 Standard,Glacier,0.0498
F01276,Finance,Log,5.85,311,S3 IA,Glacier,0.0497
F02053,HR,Log,5.85,846,S3 IA,Glacier,0.0497
F02599,Finance,Log,5.85,770,S3 IA,Glacier,0.0497
F02282,Marketing,Backup,2.61,572,S3 Standard,Glacier,0.0496
F01133,Sales,Media,2.61,481,S3 Standard,Glacier,0.0496
F01422,HR,Document,2.61,720,S3 Standard,Glacier,0.0496
F02828,Finance,Other,2.61,239,S3 Standard,Glacier,0.0496
F00851,Marketing,Other,5.81,791,S3 IA,Glacier,0.0494
F01683,Marketing,Document,2.6,495,S3 Standard,Glacier,0.0494
F00628,Finance,Backup,2.6,559,S3 Standard,Glacier,0.0494
F00638,Sales,Other,5.81,830,S3 IA,Glacier,0.0494
F00308,Engineering,Log,2.59,617,S3 Standard,Glacier,0.0492
F02196,Engineering,Media,2.59,832,S3 Standard,Glacier,0.0492
F00316,Finance,Log,5.78,583,S3 IA,Glacier,0.0492
F01348,Sales,Other,2.58,509,S3 Standard,Glacier,0.049
F01763,HR,Other,2.58,571,S3 Standard,Glacier,0.049
F02523,Engineering,Document,2.58,837,S3 Standard,Glacier,0.049
F00379,Finance,Log,2.58,815,S3 Standard,Glacier,0.049
F00913,Marketing,Other,5.76,550,S3 IA,Glacier,0.049
F02579,HR,Log,5.75,889,S3 IA,Glacier,0.0489
F00291,Marketing,Media,2.57,610,S3 Standard,Glacier,0.0488
F02225,Engineering,Log,2.57,831,S3 Standard,Glacier,0.0488
F00354,Engineering,Log,2.57,445,S3 Standard,Glacier,0.0488
F02049,Marketing,Other,2.56,832,S3 Standard,Glacier,0.0487
F01886,HR,Media,2.56,595,S3 Standard,Glacier,0.0487
F00975,Engineering,Backup,5.71,322,S3 IA,Glacier,0.0486
F02706,Engineering,Log,5.72,353,S3 IA,Glacier,0.0486
F01985,Finance,Log,2.55,464,S3 Standard,Glacier,0.0484
F01007,Finance,Backup,2.55,422,S3 Standard,Glacier,0.0484
F02989,Sales,Other,5.68,361,S3 IA,Glacier,0.0483
F02556,HR,Media,5.68,806,S3 IA,Glacier,0.0483
F00791,Marketing,Document,2.54,881,S3 Standard,Glacier,0.0482
F02379,Sales,Backup,2.54,193,S3 Standard,Glacier,0.0482
F01840,HR,Document,5.66,848,S3 IA,Glacier,0.0482
F01574,Sales,Other,5.66,630,S3 IA,Glacier,0.0482
F00101,Engineering,Backup,2.53,182,S3 Standard,Glacier,0.0481
F02653,Finance,Backup,5.65,414,S3 IA,Glacier,0.048
F01764,Sales,Backup,5.64,634,S3 IA,Glacier,0.0479
F00637,HR,Document,2.52,708,S3 Standard,Glacier,0.0479
F02941,Sales,Media,5.61,758,S3 IA,Glacier,0.0477
F00339,Sales,Document,2.51,374,S3 Standard,Glacier,0.0477
F01868,Finance,Backup,2.51,453,S3 Standard,Glacier,0.0477
F00428,Sales,Other,5.6,439,S3 IA,Glacier,0.0476
F01281,HR,Log,5.58,688,S3 IA,Glacier,0.0475
F00299,Engineering,Log,2.5,362,S3 Standard,Glacier,0.0475
F01166,Finance,Document,5.58,662,S3 IA,Glacier,0.0475
F00536,Sales,Backup,2.5,595,S3 Standard,Glacier,0.0475
F01542,Engineering,Other,5.57,208,S3 IA,Glacier,0.0473
F01471,Finance,Log,5.56,611,S3 IA,Glacier,0.0473
F02990,Finance,Backup,2.49,594,S3 Standard,Glacier,0.0473
F02202,Marketing,Backup,2.49,363,S3 Standard,Glacier,0.0473
F00819,Sales,Other,5.57,527,S3 IA,Glacier,0.0473
F00353,HR,Backup,5.54,867,S3 IA,Glacier,0.0471
F01439,Finance,Log,2.48,244,S3 Standard,Glacier,0.0471
F02036,HR,Document,2.47,568,S3 Standard,Glacier,0.0469
F00566,Engineering,Log,5.51,403,S3 IA,Glacier,0.0469
F01795,Sales,Document,2.47,812,S3 Standard,Glacier,0.0469
F01863,Finance,Other,2.46,563,S3 Standard,Glacier,0.0468
F00739,Engineering,Document,5.5,248,S3 IA,Glacier,0.0468
F00596,Sales,Document,2.46,212,S3 Standard,Glacier,0.0468
F00183,HR,Document,2.45,186,S3 Standard,Glacier,0.0466
F00262,Marketing,Document,2.45,571,S3 Standard,Glacier,0.0466
F01472,Finance,Other,5.46,344,S3 IA,Glacier,0.0464
F02052,Finance,Other,2.44,858,S3 Standard,Glacier,0.0463
F00752,Engineering,Media,2.44,259,S3 Standard,Glacier,0.0463
F01816,Engineering,Other,5.44,262,S3 IA,Glacier,0.0462
F02933,HR,Document,2.43,644,S3 Standard,Glacier,0.0462
F02527,Engineering,Other,5.42,679,S3 IA,Glacier,0.0461
F01434,Sales,Other,2.42,574,S3 Standard,Glacier,0.046
F02201,Marketing,Backup,5.41,182,S3 IA,Glacier,0.046
F02731,Marketing,Other,2.42,395,S3 Standard,Glacier,0.046
F02138,HR,Document,2.41,579,S3 Standard,Glacier,0.0458
F01899,Finance,Other,2.41,371,S3 Standard,Glacier,0.0458
F02786,Marketing,Document,2.41,392,S3 Standard,Glacier,0.0458
F00293,HR,Media,2.41,215,S3 Standard,Glacier,0.0458
F00074,Finance,Backup,5.36,732,S3 IA,Glacier,0.0456
F00165,Marketing,Backup,2.39,478,S3 Standard,Glacier,0.0454
F02115,Finance,Log,2.39,243,S3 Standard,Glacier,0.0454
F01768,HR,Document,5.34,340,S3 IA,Glacier,0.0454
F00084,Sales,Document,2.38,747,S3 Standard,Glacier,0.0452
F02177,HR,Log,2.38,498,S3 Standard,Glacier,0.0452
F00287,Engineering,Document,2.37,229,S3 Standard,Glacier,0.045
F02109,Sales,Document,2.37,429,S3 Standard,Glacier,0.045
F02623,Engineering,Media,5.29,576,S3 IA,Glacier,0.0449
F02377,Engineering,Document,5.29,708,S3 IA,Glacier,0.0449
F00478,HR,Backup,2.36,847,S3 Standard,Glacier,0.0449
F01778,HR,Media,2.36,888,S3 Standard,Glacier,0.0449
F00469,HR,Document,5.26,585,S3 IA,Glacier,0.0448
F02797,HR,Media,2.34,547,S3 Standard,Glacier,0.0444
F02503,Engineering,Log,2.34,636,S3 Standard,Glacier,0.0444
F00358,Sales,Other,2.33,485,S3 Standard,Glacier,0.0443
F02826,Marketing,Backup,2.33,258,S3 Standard,Glacier,0.0443
F01499,Engineering,Log,2.32,454,S3 Standard,Glacier,0.0441
F01583,Engineering,Other,5.19,715,S3 IA,Glacier,0.0441
F02781,HR,Document,2.32,886,S3 Standard,Glacier,0.0441
F02060,Sales,Backup,2.31,588,S3 Standard,Glacier,0.0439
F00422,Engineering,Backup,2.31,481,S3 Standard,Glacier,0.0439
F02189,HR,Document,2.3,831,S3 Standard,Glacier,0.0437
F02846,HR,Other,5.11,318,S3 IA,Glacier,0.0435
F01143,HR,Document,2.28,837,S3 Standard,Glacier,0.0433
F00933,Finance,Media,2.28,344,S3 Standard,Glacier,0.0433
F01336,HR,Log,5.09,607,S3 IA,Glacier,0.0432
F02003,Finance,Log,2.27,717,S3 Standard,Glacier,0.0431
F02035,Sales,Log,2.26,232,S3 Standard,Glacier,0.043
F01774,Sales,Backup,5.06,635,S3 IA,Glacier,0.043
F02233,Sales,Document,5.05,412,S3 IA,Glacier,0.0429
F02577,Engineering,Media,2.25,868,S3 Standard,Glacier,0.0428
F00380,Sales,Other,5.03,865,S3 IA,Glacier,0.0428
F01032,Finance,Other,5.04,795,S3 IA,Glacier,0.0428
F02264,Engineering,Document,5.02,783,S3 IA,Glacier,0.0427
F01025,HR,Log,2.24,569,S3 Standard,Glacier,0.0425
F01421,HR,Media,2.24,241,S3 Standard,Glacier,0.0425
F01567,Engineering,Log,5.0,300,S3 IA,Glacier,0.0425
F01251,Engineering,Backup,2.24,880,S3 Standard,Glacier,0.0425
F00093,Marketing,Other,2.23,499,S3 Standard,Glacier,0.0424
F01729,Engineering,Other,2.23,689,S3 Standard,Glacier,0.0424
F02501,Sales,Backup,4.98,426,S3 IA,Glacier,0.0424
F01682,HR,Media,2.23,331,S3 Standard,Glacier,0.0424
F01119,Sales,Document,4.99,226,S3 IA,Glacier,0.0424
F01522,Sales,Other,2.23,443,S3 Standard,Glacier,0.0424
F01387,HR,Document,2.23,760,S3 Standard,Glacier,0.0424
F01861,Marketing,Log,2.22,461,S3 Standard,Glacier,0.0422
F01252,Marketing,Backup,2.22,569,S3 Standard,Glacier,0.0422
F01897,Sales,Media,2.22,267,S3 Standard,Glacier,0.0422
F00392,Sales,Other,4.94,212,S3 IA,Glacier,0.042
F02374,Marketing,Log,2.2,392,S3 Standard,Glacier,0.0418
F02346,HR,Backup,4.92,819,S3 IA,Glacier,0.0418
F02843,Marketing,Backup,2.2,424,S3 Standard,Glacier,0.0418
F01429,Sales,Other,2.19,378,S3 Standard,Glacier,0.0416
F02366,Finance,Other,4.89,657,S3 IA,Glacier,0.0415
F01049,Marketing,Log,4.86,796,S3 IA,Glacier,0.0414
F02178,Marketing,Log,2.18,493,S3 Standard,Glacier,0.0414
F00747,Marketing,Document,4.86,591,S3 IA,Glacier,0.0414
F00486,Marketing,Backup,2.17,568,S3 Standard,Glacier,0.0412
F02888,HR,Other,4.85,230,S3 IA,Glacier,0.0412
F02183,Engineering,Backup,2.17,497,S3 Standard,Glacier,0.0412
F00157,Engineering,Log,4.83,339,S3 IA,Glacier,0.0411
F00893,Finance,Backup,2.16,851,S3 Standard,Glacier,0.0411
F00051,Engineering,Backup,4.84,424,S3 IA,Glacier,0.0411
F01093,Finance,Document,4.82,754,S3 IA,Glacier,0.0409
F00972,Sales,Backup,2.15,853,S3 Standard,Glacier,0.0408
F02543,HR,Log,2.15,588,S3 Standard,Glacier,0.0408
F01709,Finance,Log,2.15,891,S3 Standard,Glacier,0.0408
F02498,Finance,Backup,2.15,549,S3 Standard,Glacier,0.0408
F01793,HR,Other,4.79,830,S3 IA,Glacier,0.0407
F01571,Engineering,Log,4.78,199,S3 IA,Glacier,0.0407
F02589,HR,Document,2.14,619,S3 Standard,Glacier,0.0406
F02824,HR,Log,2.13,416,S3 Standard,Glacier,0.0405
F00910,Finance,Other,4.76,530,S3 IA,Glacier,0.0405
F00199,Sales,Document,4.76,840,S3 IA,Glacier,0.0405
F00538,Marketing,Document,2.13,445,S3 Standard,Glacier,0.0405
F02372,Sales,Backup,2.13,628,S3 Standard,Glacier,0.0405
F01047,Engineering,Document,2.12,482,S3 Standard,Glacier,0.0403
F00341,HR,Log,2.12,730,S3 Standard,Glacier,0.0403
F01828,Finance,Backup,2.12,256,S3 Standard,Glacier,0.0403
F02206,Sales,Document,2.12,290,S3 Standard,Glacier,0.0403
F01968,HR,Backup,4.72,804,S3 IA,Glacier,0.0401
F00998,HR,Other,2.11,482,S3 Standard,Glacier,0.0401
F02429,Engineering,Other,2.1,548,S3 Standard,Glacier,0.0399
F00104,Finance,Other,2.1,703,S3 Standard,Glacier,0.0399
F01055,Sales,Other,2.1,299,S3 Standard,Glacier,0.0399
F02789,Marketing,Log,4.69,428,S3 IA,Glacier,0.0398
F01204,HR,Log,4.68,696,S3 IA,Glacier,0.0398
F02766,Sales,Media,2.09,290,S3 Standard,Glacier,0.0397
F01769,HR,Backup,2.09,218,S3 Standard,Glacier,0.0397
F01190,Engineering,Other,2.09,739,S3 Standard,Glacier,0.0397
F02490,HR,Other,2.09,431,S3 Standard,Glacier,0.0397
F01168,Sales,Backup,2.09,404,S3 Standard,Glacier,0.0397
F00020,Engineering,Document,4.66,602,S3 IA,Glacier,0.0396
F01256,Sales,Media,2.08,890,S3 Standard,Glacier,0.0395
F00826,Sales,Other,4.65,255,S3 IA,Glacier,0.0395
F01786,Finance,Media,2.08,886,S3 Standard,Glacier,0.0395
F01266,Engineering,Backup,4.64,756,S3 IA,Glacier,0.0394
F02993,HR,Media,4.63,267,S3 IA,Glacier,0.0394
F01650,Engineering,Media,4.63,726,S3 IA,Glacier,0.0394
F00404,Sales,Backup,2.07,601,S3 Standard,Glacier,0.0393
F00764,Sales,Log,4.62,559,S3 IA,Glacier,0.0393
F01974,HR,Backup,4.62,609,S3 IA,Glacier,0.0393
F00430,Engineering,Document,2.07,687,S3 Standard,Glacier,0.0393
F01910,Engineering,Document,2.07,389,S3 Standard,Glacier,0.0393
F01326,Marketing,Backup,4.62,398,S3 IA,Glacier,0.0393
F00578,Engineering,Log,2.06,828,S3 Standard,Glacier,0.0392
F00863,Marketing,Document,4.61,797,S3 IA,Glacier,0.0392
F01842,HR,Backup,4.61,220,S3 IA,Glacier,0.0392
F02054,Marketing,Media,4.61,216,S3 IA,Glacier,0.0392
F02266,Finance,Log,2.06,390,S3 Standard,Glacier,0.0392
F02716,Engineering,Other,2.06,241,S3 Standard,Glacier,0.0392
F00275,Marketing,Other,2.06,278,S3 Standard,Glacier,0.0392
F02810,Sales,Backup,4.61,450,S3 IA,Glacier,0.0392
F01962,Marketing,Media,4.6,861,S3 IA,Glacier,0.0391
F02073,Marketing,Media,2.05,718,S3 Standard,Glacier,0.039
F01623,Finance,Document,2.05,811,S3 Standard,Glacier,0.039
F00575,Sales,Backup,2.05,589,S3 Standard,Glacier,0.039
F00602,Engineering,Other,4.58,480,S3 IA,Glacier,0.0389
F00116,Sales,Media,4.57,399,S3 IA,Glacier,0.0388
F00820,Engineering,Backup,2.03,410,S3 Standard,Glacier,0.0386
F02608,Marketing,Backup,2.02,790,S3 Standard,Glacier,0.0384
F01379,HR,Media,2.01,398,S3 Standard,Glacier,0.0382
F00414,Engineering,Media,4.5,607,S3 IA,Glacier,0.0382
F00482,Engineering,Other,2.0,480,S3 Standard,Glacier,0.038
F02041,Engineering,Log,4.47,890,S3 IA,Glacier,0.038
F01920,Engineering,Media,4.47,761,S3 IA,Glacier,0.038
F02074,Sales,Log,1.99,322,S3 Standard,Glacier,0.0378
F00862,Finance,Log,1.99,442,S3 Standard,Glacier,0.0378
F01953,Sales,Backup,4.43,686,S3 IA,Glacier,0.0377
F02495,Marketing,Log,4.43,181,S3 IA,Glacier,0.0377
F00524,Marketing,Media,4.43,587,S3 IA,Glacier,0.0377
F02911,HR,Other,1.98,850,S3 Standard,Glacier,0.0376
F01733,Sales,Other,1.97,717,S3 Standard,Glacier,0.0374
F02461,Engineering,Document,1.97,687,S3 Standard,Glacier,0.0374
F00273,HR,Other,1.96,209,S3 Standard,Glacier,0.0373
F00520,Marketing,Document,1.96,745,S3 Standard,Glacier,0.0373
F00155,Marketing,Log,4.38,461,S3 IA,Glacier,0.0373
F02380,Finance,Other,1.96,495,S3 Standard,Glacier,0.0373
F00238,Engineering,Media,4.37,602,S3 IA,Glacier,0.0371
F02914,Sales,Media,4.36,761,S3 IA,Glacier,0.0371
F01029,Engineering,Media,4.36,695,S3 IA,Glacier,0.0371
F01577,Finance,Media,4.35,848,S3 IA,Glacier,0.037
F00599,Sales,Backup,4.35,457,S3 IA,Glacier,0.037
F01199,Engineering,Backup,1.95,280,S3 Standard,Glacier,0.037
F02001,Engineering,Media,4.34,405,S3 IA,Glacier,0.0368
F02659,Sales,Backup,1.93,889,S3 Standard,Glacier,0.0367
F02296,Marketing,Document,1.93,447,S3 Standard,Glacier,0.0367
F02172,HR,Other,4.3,611,S3 IA,Glacier,0.0366
F02357,Engineering,Media,1.92,559,S3 Standard,Glacier,0.0365
F00373,Finance,Document,1.91,807,S3 Standard,Glacier,0.0363
F00920,Engineering,Document,4.27,299,S3 IA,Glacier,0.0363
F00892,Sales,Backup,4.27,487,S3 IA,Glacier,0.0363
F00960,HR,Other,4.26,414,S3 IA,Glacier,0.0362
F00267,Engineering,Log,1.9,470,S3 Standard,Glacier,0.0361
F00350,Sales,Document,1.9,383,S3 Standard,Glacier,0.0361
F00973,Sales,Media,1.9,805,S3 Standard,Glacier,0.0361
F02343,Sales,Document,4.24,353,S3 IA,Glacier,0.036
F02383,Engineering,Media,1.89,393,S3 Standard,Glacier,0.0359
F02067,HR,Other,1.89,475,S3 Standard,Glacier,0.0359
F02428,Finance,Document,4.21,273,S3 IA,Glacier,0.0358
F02137,Engineering,Log,4.21,616,S3 IA,Glacier,0.0358
F02853,Engineering,Document,4.21,682,S3 IA,Glacier,0.0358
F01334,HR,Media,1.88,472,S3 Standard,Glacier,0.0357
F01978,Engineering,Other,1.88,669,S3 Standard,Glacier,0.0357
F02305,Finance,Media,1.88,596,S3 Standard,Glacier,0.0357
F01177,Finance,Media,4.19,557,S3 IA,Glacier,0.0356
F00140,Sales,Other,1.87,450,S3 Standard,Glacier,0.0355
F02803,Engineering,Document,1.87,376,S3 Standard,Glacier,0.0355
F00465,Finance,Media,1.87,326,S3 Standard,Glacier,0.0355
F00441,HR,Backup,1.86,283,S3 Standard,Glacier,0.0354
F00397,Sales,Other,1.86,365,S3 Standard,Glacier,0.0354
F00075,Sales,Log,4.16,846,S3 IA,Glacier,0.0354
F02955,HR,Media,4.16,331,S3 IA,Glacier,0.0354
F02047,Sales,Log,1.85,696,S3 Standard,Glacier,0.0352
F01517,Marketing,Backup,4.13,237,S3 IA,Glacier,0.0351
F01596,Sales,Other,4.12,801,S3 IA,Glacier,0.035
F01020,Engineering,Document,1.83,697,S3 Standard,Glacier,0.0348
F00222,HR,Document,1.83,402,S3 Standard,Glacier,0.0348
F01966,HR,Backup,4.1,466,S3 IA,Glacier,0.0348
F02068,Engineering,Media,1.83,330,S3 Standard,Glacier,0.0348
F00800,Marketing,Media,1.83,219,S3 Standard,Glacier,0.0348
F02350,Sales,Document,1.83,457,S3 Standard,Glacier,0.0348
F00856,Engineering,Other,1.83,732,S3 Standard,Glacier,0.0348
F02665,Engineering,Backup,4.08,741,S3 IA,Glacier,0.0347
F02839,HR,Media,4.07,726,S3 IA,Glacier,0.0346
F02800,Engineering,Document,1.82,853,S3 Standard,Glacier,0.0346
F01450,Marketing,Media,4.07,556,S3 IA,Glacier,0.0346
F01900,Engineering,Media,1.82,848,S3 Standard,Glacier,0.0346
F01820,Finance,Media,1.82,449,S3 Standard,Glacier,0.0346
F01865,Engineering,Log,1.82,755,S3 Standard,Glacier,0.0346
F02614,Engineering,Document,1.82,771,S3 Standard,Glacier,0.0346
F02258,HR,Backup,4.06,519,S3 IA,Glacier,0.0345
F00714,Marketing,Backup,1.81,639,S3 Standard,Glacier,0.0344
F02489,Sales,Other,4.05,487,S3 IA,Glacier,0.0344
F02531,Finance,Other,4.03,247,S3 IA,Glacier,0.0343
F01370,Marketing,Document,1.8,787,S3 Standard,Glacier,0.0342
F00716,Engineering,Backup,1.8,368,S3 Standard,Glacier,0.0342
F01108,Sales,Backup,1.8,311,S3 Standard,Glacier,0.0342
F02600,Finance,Other,1.79,283,S3 Standard,Glacier,0.034
F01771,Engineering,Document,3.99,698,S3 IA,Glacier,0.0339
F01832,Finance,Document,3.99,210,S3 IA,Glacier,0.0339
F02863,Engineering,Other,1.78,472,S3 Standard,Glacier,0.0338
F01030,HR,Document,1.78,769,S3 Standard,Glacier,0.0338
F02617,Engineering,Backup,1.78,682,S3 Standard,Glacier,0.0338
F00976,Engineering,Media,1.78,728,S3 Standard,Glacier,0.0338
F00171,HR,Media,1.78,601,S3 Standard,Glacier,0.0338
F01146,Engineering,Backup,1.78,389,S3 Standard,Glacier,0.0338
F01609,HR,Document,1.78,282,S3 Standard,Glacier,0.0338
F00872,Engineering,Document,1.78,546,S3 Standard,Glacier,0.0338
F02492,Sales,Backup,3.96,652,S3 IA,Glacier,0.0337
F02973,HR,Log,1.77,481,S3 Standard,Glacier,0.0336
F02572,Sales,Document,1.77,188,S3 Standard,Glacier,0.0336
F02574,HR,Backup,1.77,484,S3 Standard,Glacier,0.0336
F02774,Finance,Log,1.77,873,S3 Standard,Glacier,0.0336
F02427,Sales,Backup,3.95,463,S3 IA,Glacier,0.0336
F01887,HR,Backup,1.76,210,S3 Standard,Glacier,0.0335
F00096,Marketing,Backup,3.94,810,S3 IA,Glacier,0.0334
F00912,Marketing,Backup,3.94,660,S3 IA,Glacier,0.0334
F00148,Marketing,Document,3.93,485,S3 IA,Glacier,0.0334
F02757,Sales,Document,3.91,212,S3 IA,Glacier,0.0333
F01563,Sales,Other,3.9,609,S3 IA,Glacier,0.0332
F01172,Finance,Other,3.9,279,S3 IA,Glacier,0.0332
F01480,Engineering,Backup,3.9,598,S3 IA,Glacier,0.0332
F01753,Engineering,Media,1.74,892,S3 Standard,Glacier,0.033
F02423,Marketing,Document,3.89,574,S3 IA,Glacier,0.033
F02764,Marketing,Media,1.73,271,S3 Standard,Glacier,0.0329
F02502,Sales,Document,1.73,849,S3 Standard,Glacier,0.0329
F02656,Engineering,Other,1.72,681,S3 Standard,Glacier,0.0327
F02145,Sales,Log,1.72,385,S3 Standard,Glacier,0.0327
F01278,Sales,Media,1.72,208,S3 Standard,Glacier,0.0327
F02878,Engineering,Other,1.72,786,S3 Standard,Glacier,0.0327
F02670,Sales,Document,1.72,876,S3 Standard,Glacier,0.0327
F01087,Finance,Document,1.72,364,S3 Standard,Glacier,0.0327
F00317,Marketing,Backup,1.71,437,S3 Standard,Glacier,0.0325
F01242,Sales,Log,1.71,368,S3 Standard,Glacier,0.0325
F02030,HR,Backup,1.71,851,S3 Standard,Glacier,0.0325
F00500,HR,Log,1.71,752,S3 Standard,Glacier,0.0325
F00548,Finance,Other,3.82,799,S3 IA,Glacier,0.0325
